Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,AvgMonthlySpend,NumServices,StreamingBundleCount,PhoneBundleCount,HasInternet,Is_Electronic_Check,Churn Value
No,No,Yes,2,Yes,No,DSL,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),61.2,125.95,62.975,3,1,1,1,0,0
Yes,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.3,828.05,69.00416666666666,2,0,2,1,0,0
No,Yes,No,70,Yes,No,DSL,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.4,5717.85,81.68357142857144,6,2,1,1,0,0
No,No,No,3,No,No phone service,DSL,No,Yes,No,No,Month-to-month,Yes,Electronic check,29.6,79.45,26.483333333333334,1,0,0,1,1,1
No,Yes,Yes,71,Yes,Yes,DSL,Yes,No,Yes,Yes,One year,No,Electronic check,85.45,6300.85,88.7443661971831,7,2,2,1,1,0
No,Yes,Yes,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),79.7,5743.3,82.04714285714286,7,1,2,1,0,0
No,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.8,6397.6,88.85555555555555,8,2,2,1,0,0
No,No,No,5,Yes,No,DSL,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,55.75,266.95,53.39,3,0,1,1,0,0
No,No,No,7,Yes,Yes,DSL,Yes,No,No,No,Month-to-month,Yes,Electronic check,53.65,404.35,57.76428571428572,3,0,2,1,1,0
No,No,No,11,Yes,No,DSL,No,No,No,Yes,Month-to-month,No,Mailed check,70.5,829.3,75.39090909090909,4,2,1,1,0,0
Yes,Yes,Yes,58,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),89.85,5125.75,88.375,5,0,2,1,0,0
No,Yes,Yes,10,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,88.85,929.45,92.94500000000001,3,2,1,1,1,0
No,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.85,62.9,15.725,1,0,1,0,0,0
No,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.9,323.15,19.008823529411764,1,0,1,0,0,0
No,No,No,54,Yes,No,Fiber optic,Yes,No,Yes,Yes,One year,No,Electronic check,84.4,4484.05,83.03796296296296,4,0,1,1,1,0
Yes,No,No,56,Yes,Yes,Fiber optic,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,96.85,5219.65,93.20803571428571,5,1,2,1,1,0
No,No,Yes,62,Yes,Yes,Fiber optic,No,No,Yes,Yes,Two year,Yes,Electronic check,104.05,6590.5,106.29838709677419,6,2,2,1,1,0
No,Yes,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,573.05,19.760344827586206,1,0,1,0,0,0
No,Yes,No,16,Yes,No,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),94.65,1461.15,91.321875,4,2,1,1,0,0
Yes,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,73.65,73.65,73.65,2,0,2,1,1,1
No,Yes,Yes,68,Yes,Yes,Fiber optic,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),103.75,7039.45,103.52132352941176,6,2,2,1,0,0
Yes,No,No,30,Yes,No,DSL,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,74.75,2111.3,70.37666666666668,5,2,1,1,1,0
No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),89.05,6254.45,86.86736111111111,8,2,2,1,0,0
No,No,No,45,Yes,Yes,DSL,Yes,No,No,Yes,Two year,No,Mailed check,73.55,3349.1,74.42444444444445,5,1,2,1,0,0
No,No,No,2,Yes,No,Fiber optic,No,No,No,No,Month-to-month,No,Bank transfer (automatic),70.0,153.05,76.525,1,0,1,1,0,1
No,No,Yes,66,Yes,Yes,DSL,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),65.7,4378.9,66.3469696969697,5,0,2,1,0,0
No,No,No,13,Yes,Yes,Fiber optic,No,No,No,Yes,Month-to-month,No,Electronic check,100.75,1313.25,101.01923076923077,5,2,2,1,1,0
No,No,No,12,Yes,No,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.4,1095.65,91.30416666666667,4,1,1,1,1,1
No,Yes,No,13,No,No phone service,DSL,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),48.75,633.4,48.723076923076924,3,2,0,1,0,1
No,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.45,85.45,85.45,3,1,1,1,1,1
Yes,Yes,Yes,32,Yes,No,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Mailed check,93.95,2861.45,89.4203125,4,2,1,1,0,0
No,No,No,16,Yes,No,Fiber optic,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),93.2,1573.7,98.35625,4,1,1,1,0,1
No,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Mailed check,69.4,69.4,69.4,1,0,1,1,0,1
No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),116.8,8456.75,117.45486111111111,8,2,2,1,0,0
Yes,Yes,No,65,Yes,No,Fiber optic,No,No,No,No,One year,Yes,Bank transfer (automatic),70.95,4555.2,70.08,1,0,1,1,0,0
No,No,No,1,Yes,No,DSL,No,No,No,No,Month-to-month,Yes,Electronic check,55.25,55.25,55.25,2,1,1,1,1,0
No,No,No,37,Yes,Yes,Fiber optic,No,Yes,No,Yes,One year,Yes,Credit card (automatic),104.5,3778.0,102.10810810810811,6,2,2,1,0,0
No,No,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.4,184.1,20.455555555555556,1,0,1,0,0,0
No,Yes,No,41,Yes,No,Fiber optic,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),104.45,4162.05,101.51341463414634,6,2,1,1,0,0
No,Yes,No,68,Yes,No,DSL,Yes,No,No,Yes,One year,No,Bank transfer (automatic),55.9,3848.8,56.6,3,0,1,1,0,0
No,Yes,Yes,72,No,No phone service,DSL,Yes,No,Yes,Yes,Two year,No,Mailed check,48.9,3527.0,48.986111111111114,4,1,0,1,0,0
No,No,No,55,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,96.8,5283.95,96.07181818181817,4,2,2,1,1,1
No,Yes,No,71,No,No phone service,DSL,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),66.8,4689.15,66.0443661971831,6,2,0,1,0,0
No,Yes,No,29,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,2149.05,74.10517241379311,2,0,2,1,1,0
No,No,No,61,Yes,Yes,DSL,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),86.45,5175.3,84.84098360655739,7,2,2,1,0,0
No,Yes,No,44,Yes,No,Fiber optic,No,No,No,No,One year,Yes,Bank transfer (automatic),90.65,3974.15,90.32159090909092,3,2,1,1,0,0
Yes,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),112.9,8061.5,111.96527777777777,8,2,2,1,0,0
Yes,Yes,No,8,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Credit card (automatic),80.45,583.45,72.93125,2,1,1,1,0,1
No,Yes,Yes,1,Yes,No,DSL,No,No,No,No,Month-to-month,No,Electronic check,44.55,44.55,44.55,1,0,1,1,1,0
No,Yes,Yes,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.25,555.4,25.245454545454546,2,0,2,0,0,0
No,No,No,10,Yes,Yes,DSL,No,No,No,No,Month-to-month,Yes,Credit card (automatic),72.15,794.25,79.425,4,2,2,1,0,1
Yes,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.05,417.0,18.954545454545453,1,0,1,0,0,0
No,Yes,No,2,Yes,No,DSL,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,64.2,143.65,71.825,4,1,1,1,0,0
Yes,Yes,No,14,Yes,Yes,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Electronic check,100.2,1369.8,97.84285714285714,5,2,2,1,1,1
No,No,No,10,Yes,No,DSL,No,No,No,No,Month-to-month,Yes,Credit card (automatic),45.8,436.2,43.62,1,0,1,1,0,0
No,No,No,1,Yes,No,DSL,No,No,No,No,Month-to-month,No,Bank transfer (automatic),44.15,44.15,44.15,1,0,1,1,0,0
No,Yes,No,63,Yes,No,Fiber optic,Yes,No,Yes,No,One year,Yes,Credit card (automatic),81.15,5224.5,82.92857142857143,3,0,1,1,0,0
No,Yes,No,71,Yes,No,DSL,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),80.7,5705.05,80.35281690140846,6,2,1,1,0,0
Yes,Yes,No,63,No,No phone service,DSL,Yes,No,No,Yes,One year,No,Bank transfer (automatic),36.1,2298.9,36.490476190476194,2,0,0,1,0,0
No,No,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.65,100.9,16.816666666666666,1,0,1,0,0,0
No,Yes,No,5,Yes,Yes,DSL,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),67.95,350.3,70.06,5,1,2,1,0,1
No,No,No,66,Yes,No,DSL,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),61.15,4017.45,60.87045454545454,4,0,1,1,0,0
Yes,No,No,54,Yes,Yes,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Electronic check,90.05,4931.8,91.32962962962964,4,1,2,1,1,0
Yes,No,No,8,Yes,Yes,Fiber optic,No,No,Yes,No,Month-to-month,No,Electronic check,101.35,780.5,97.5625,5,2,2,1,1,1
No,No,No,50,Yes,No,Fiber optic,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),93.5,4747.5,94.95,5,1,1,1,0,0
Yes,Yes,No,46,No,No phone service,DSL,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),59.9,2816.65,61.231521739130436,5,2,0,1,0,1
Yes,No,No,39,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),95.65,3759.05,96.38589743589743,4,2,2,1,0,1
No,No,No,13,No,No phone service,DSL,No,No,No,No,Month-to-month,Yes,Electronic check,23.9,300.8,23.138461538461538,0,0,0,1,1,1
No,Yes,Yes,6,Yes,No,DSL,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),55.9,365.35,60.89166666666667,3,0,1,1,0,1
No,No,No,54,Yes,Yes,DSL,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),87.1,4735.2,87.68888888888888,7,2,2,1,0,0
Yes,Yes,Yes,47,Yes,No,Fiber optic,No,Yes,No,No,One year,Yes,Bank transfer (automatic),84.95,4018.05,85.4904255319149,3,1,1,1,0,0
No,No,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.6,1093.0,18.216666666666665,1,0,1,0,0,0
No,No,No,19,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),86.0,1532.45,80.65526315789474,3,1,2,1,0,1
No,No,No,22,No,No phone service,DSL,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),56.75,1304.85,59.31136363636363,4,2,0,1,0,0
No,No,No,62,Yes,No,DSL,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),80.4,4981.15,80.34112903225805,6,2,1,1,0,0
No,Yes,Yes,31,No,No phone service,DSL,Yes,No,Yes,Yes,One year,No,Electronic check,59.95,1848.8,59.63870967741936,5,2,0,1,1,0
No,Yes,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,105.05,6914.95,106.38384615384615,6,2,2,1,1,0
No,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,107.05,21.41,1,0,1,0,0,0
No,No,No,33,Yes,No,Fiber optic,Yes,No,No,Yes,Two year,Yes,Electronic check,88.95,3027.65,91.7469696969697,4,1,1,1,1,0
No,Yes,Yes,58,Yes,Yes,Fiber optic,No,Yes,Yes,No,One year,Yes,Credit card (automatic),105.2,6225.4,107.33448275862068,6,2,2,1,0,0
No,Yes,No,65,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),99.05,6416.7,98.71846153846154,6,1,2,1,0,0
No,Yes,No,9,Yes,Yes,DSL,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),69.05,653.95,72.66111111111111,5,1,2,1,0,0
No,Yes,No,33,Yes,No,DSL,No,No,No,No,Month-to-month,Yes,Credit card (automatic),44.55,1462.6,44.32121212121212,1,0,1,1,0,0
No,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.6,548.9,68.6125,2,0,2,1,0,0
Yes,No,No,45,Yes,Yes,Fiber optic,No,No,Yes,No,One year,Yes,Bank transfer (automatic),102.15,4735.35,105.23,5,2,2,1,0,0
No,Yes,No,9,Yes,No,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),75.75,655.9,72.87777777777778,2,0,1,1,0,1
No,Yes,Yes,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.8,1378.75,19.696428571428573,1,0,1,0,0,0
No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),114.1,8086.4,112.3111111111111,8,2,2,1,0,0
No,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.6,7962.2,110.58611111111111,7,2,2,1,0,0
No,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,Month-to-month,No,Electronic check,74.0,74.0,74.0,2,0,1,1,1,0
No,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.05,454.05,20.638636363636365,1,0,1,0,0,0
No,No,No,4,Yes,No,DSL,Yes,Yes,No,No,Month-to-month,No,Electronic check,55.2,220.65,55.1625,3,0,1,1,1,0
No,Yes,No,7,Yes,No,DSL,No,No,Yes,No,Month-to-month,No,Electronic check,48.7,340.25,48.607142857142854,2,0,1,1,1,1
No,Yes,No,61,Yes,Yes,DSL,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),75.35,4729.3,77.52950819672131,6,1,2,1,0,0
No,No,No,48,Yes,No,Fiber optic,No,Yes,No,No,One year,No,Electronic check,75.15,3772.65,78.596875,2,0,1,1,1,0
No,Yes,Yes,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.95,756.4,19.905263157894737,1,0,1,0,0,0
No,No,No,2,Yes,No,DSL,Yes,No,No,No,Month-to-month,Yes,Electronic check,47.8,92.45,46.225,2,0,1,1,1,1
No,Yes,No,42,Yes,Yes,Fiber optic,Yes,No,No,No,One year,No,Electronic check,97.1,4016.75,95.63690476190476,5,2,2,1,1,0
No,No,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),24.8,321.7,22.978571428571428,2,0,2,0,0,0
Yes,Yes,No,42,Yes,Yes,Fiber optic,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,95.55,3930.6,93.58571428571429,5,1,2,1,1,0
No,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.2,20.2,20.2,1,0,1,0,1,0
No,No,No,19,Yes,No,DSL,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),55.0,1046.5,55.078947368421055,3,0,1,1,0,1
No,Yes,Yes,49,Yes,Yes,Fiber optic,No,No,No,Yes,One year,Yes,Electronic check,97.95,4917.9,100.36530612244897,5,2,2,1,1,0
No,No,No,4,Yes,No,DSL,No,No,No,No,Month-to-month,Yes,Electronic check,56.4,234.85,58.7125,2,1,1,1,1,0
No,Yes,No,58,No,No phone service,DSL,No,No,No,No,One year,Yes,Credit card (automatic),45.0,2689.35,46.36810344827586,2,2,0,1,0,0
No,Yes,No,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,23.8,903.8,23.174358974358974,2,0,2,0,0,0
No,Yes,Yes,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.4,997.75,19.563725490196077,1,0,1,0,0,0
No,Yes,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.2,1068.15,20.15377358490566,1,0,1,0,0,0
No,Yes,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.0,1209.25,19.194444444444443,1,0,1,0,0,0
Yes,No,No,11,Yes,No,Fiber optic,No,No,No,No,Month-to-month,No,Bank transfer (automatic),89.7,1047.7,95.24545454545455,3,2,1,1,0,1
Yes,No,No,3,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,70.4,204.7,68.23333333333333,1,0,1,1,1,1
No,No,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,81.15,952.3,73.25384615384615,3,0,1,1,1,1
No,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.1,232.4,19.366666666666667,1,0,1,0,0,0
Yes,No,No,35,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,95.45,3474.05,99.25857142857143,4,2,2,1,1,1
No,Yes,Yes,9,Yes,No,Fiber optic,No,No,Yes,Yes,Month-to-month,No,Electronic check,103.1,970.45,107.82777777777778,5,2,1,1,1,0
Yes,No,No,9,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,79.55,718.55,79.83888888888889,2,1,1,1,1,0
No,No,Yes,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.45,1024.65,20.91122448979592,1,0,1,0,0,0
No,No,No,26,No,No phone service,DSL,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),44.45,1183.8,45.53076923076923,3,1,0,1,0,0
No,No,Yes,1,Yes,No,DSL,No,No,No,No,Month-to-month,No,Electronic check,44.0,44.0,44.0,1,0,1,1,1,0
Yes,No,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,One year,Yes,Electronic check,105.9,7521.95,105.94295774647887,6,2,2,1,1,0
No,No,No,2,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,80.95,171.15,85.575,2,1,1,1,1,1
No,No,No,2,Yes,No,DSL,No,No,No,No,Month-to-month,No,Electronic check,44.35,81.25,40.625,1,0,1,1,1,1
No,No,No,37,No,No phone service,DSL,No,No,No,No,Two year,No,Credit card (automatic),35.8,1316.9,35.5918918918919,1,1,0,1,0,0
No,No,No,1,Yes,No,DSL,No,No,No,No,Month-to-month,Yes,Mailed check,62.8,62.8,62.8,3,2,1,1,0,0
No,No,No,24,Yes,Yes,DSL,No,No,No,Yes,One year,No,Bank transfer (automatic),54.6,1242.25,51.760416666666664,3,0,2,1,0,0
No,Yes,Yes,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.95,1377.7,20.26029411764706,1,0,1,0,0,0
Yes,Yes,No,2,Yes,No,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),95.5,181.65,90.825,4,2,1,1,0,0
No,Yes,Yes,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.4,1620.2,23.826470588235296,2,0,2,0,0,0
No,No,No,29,Yes,Yes,DSL,Yes,No,No,No,Month-to-month,Yes,Electronic check,66.1,1912.15,65.93620689655172,4,1,2,1,1,0
No,No,Yes,11,Yes,Yes,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),97.85,1105.4,100.4909090909091,5,2,2,1,0,1
No,No,No,15,Yes,No,DSL,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,58.95,955.15,63.67666666666666,4,0,1,1,1,0
Yes,Yes,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,18.95,1031.1,19.09444444444444,1,0,1,0,0,0
No,Yes,No,39,Yes,No,Fiber optic,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),104.7,4134.85,106.02179487179488,6,2,1,1,0,1
No,Yes,Yes,69,Yes,Yes,DSL,Yes,Yes,No,Yes,One year,No,Credit card (automatic),73.7,4885.85,70.80942028985508,6,1,2,1,0,0
Yes,Yes,No,64,Yes,Yes,Fiber optic,No,No,Yes,Yes,Two year,No,Electronic check,102.1,6538.45,102.16328125,6,2,2,1,1,0
No,No,No,10,No,No phone service,DSL,No,Yes,No,Yes,Month-to-month,No,Electronic check,35.75,389.8,38.980000000000004,2,0,0,1,1,0
No,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.6,125.0,15.625,1,0,1,0,0,0
Yes,No,No,57,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),101.3,5779.6,101.39649122807018,6,1,2,1,0,0
No,No,No,7,No,No phone service,DSL,Yes,No,Yes,No,One year,No,Mailed check,35.3,264.8,37.82857142857143,2,0,0,1,0,0
No,No,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.55,1203.95,25.082291666666666,2,0,2,0,0,0
No,Yes,No,56,Yes,Yes,DSL,Yes,No,No,No,One year,No,Bank transfer (automatic),65.2,3512.15,62.71696428571429,4,1,2,1,0,0
No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.05,19.05,19.05,1,0,1,0,0,0
No,No,No,72,No,No phone service,DSL,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),61.2,4390.25,60.97569444444444,5,2,0,1,0,0
No,Yes,Yes,50,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.75,3557.7,71.154,1,0,1,1,0,0
No,No,No,5,Yes,No,DSL,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),63.95,318.1,63.620000000000005,4,1,1,1,0,0
No,No,No,64,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),115.1,7334.05,114.59453125,8,2,2,1,0,0
No,Yes,No,19,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,86.85,1564.4,82.33684210526316,3,1,2,1,1,0
No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Month-to-month,No,Mailed check,69.55,69.55,69.55,1,0,1,1,0,1
No,No,No,9,Yes,No,DSL,No,Yes,No,Yes,Month-to-month,No,Mailed check,66.25,620.55,68.94999999999999,4,1,1,1,0,1
No,Yes,No,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,105.05,5624.85,108.17019230769232,6,2,2,1,1,1
No,Yes,No,64,Yes,No,DSL,Yes,No,Yes,Yes,Two year,No,Mailed check,69.25,4447.75,69.49609375,5,1,1,1,0,0
No,No,No,42,Yes,No,DSL,No,Yes,No,No,Month-to-month,Yes,Electronic check,49.55,2077.95,49.474999999999994,2,0,1,1,1,0
No,Yes,Yes,30,Yes,Yes,Fiber optic,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),83.55,2570.2,85.67333333333333,4,0,2,1,0,0
No,No,No,25,Yes,Yes,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Electronic check,100.25,2387.75,95.51,5,2,2,1,1,1
No,Yes,Yes,38,Yes,Yes,DSL,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),85.4,3297.0,86.76315789473684,7,2,2,1,0,0
No,Yes,Yes,1,Yes,No,DSL,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),44.35,44.35,44.35,1,0,1,1,0,1
No,No,No,69,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),79.45,5502.55,79.74710144927536,7,1,2,1,0,0
No,Yes,Yes,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,25.55,372.45,26.603571428571428,2,0,2,0,0,0
No,No,No,29,Yes,Yes,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),98.6,2933.2,101.14482758620689,5,2,2,1,0,1
No,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.65,835.15,20.36951219512195,1,0,1,0,0,0
No,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.05,157.65,17.516666666666666,1,0,1,0,0,0
Yes,No,No,1,Yes,No,DSL,No,No,No,No,Month-to-month,No,Electronic check,45.1,45.1,45.1,1,0,1,1,1,1
Yes,Yes,Yes,56,Yes,No,DSL,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),72.6,4084.35,72.93482142857142,5,2,1,1,0,0
No,No,No,64,Yes,Yes,DSL,Yes,Yes,Yes,Yes,One year,No,Electronic check,81.25,5567.55,86.99296875,7,1,2,1,1,0
No,No,No,5,Yes,No,DSL,No,No,Yes,Yes,Month-to-month,No,Electronic check,56.15,291.45,58.29,3,0,1,1,1,0
No,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.3,1304.8,18.12222222222222,1,0,1,0,0,0
No,Yes,Yes,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,23.85,625.65,27.202173913043477,2,0,2,0,0,0
No,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.7,1396.9,20.244927536231884,1,0,1,0,0,0
No,No,No,2,Yes,No,DSL,No,Yes,No,No,Month-to-month,Yes,Mailed check,49.6,114.7,57.35,2,0,1,1,0,1
No,No,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,No,One year,Yes,Credit card (automatic),94.9,4422.95,96.15108695652174,5,1,2,1,0,0
